"Year","CRF Production","CRF Import","CRF Export","FAO Production","FAO Import","FAO Export"
1961,,,,0.181000,,0.045200
1962,,,,0.298000,,0.068700
1963,,,,0.429000,,0.108400
1964,,,,0.551000,,0.157000
1965,,,,0.566000,,0.207700
1966,,,,0.595000,,0.206734
1967,,,,0.647000,,0.226615
1968,,,,0.695000,,0.227416
1969,,,,0.755900,,0.201121
1970,0.829200,0,0.190165,0.829200,,0.190165
1971,0.944200,0,0.282054,0.944200,,0.282054
1972,1.025400,0,0.299285,1.025400,,0.299285
1973,1.111800,0,0.379538,1.111800,,0.379538
1974,1.230500,0,0.344540,1.230500,,0.344540
1975,1.338500,0,0.478738,1.338500,,0.478738
1976,1.396000,0,0.483700,1.396000,,0.483700
1977,1.483000,0,0.467500,1.483000,,0.467500
1978,1.574000,0,0.503600,1.574000,,0.503600
1979,1.629000,0,0.480500,1.629000,,0.480500
1980,1.540000,0,0.438900,1.540000,,0.438900
1981,1.482000,0,0.328000,1.482000,,0.328000
1982,1.511000,0,0.315000,1.511000,,0.315000
1983,1.388000,0,0.335000,1.388000,,0.335000
1984,1.539000,0,0.185000,1.539000,,0.185000
1985,1.334000,0,0.155000,1.334000,,0.155000
1986,1.198000,0,0.290994,1.198000,,0.290994
1987,1.198000,0,0.212199,1.198000,,0.212199
1988,1.198000,0,0.201843,1.198000,,0.201843
1989,1.463000,0,0.201823,1.463000,,0.201823
1990,1.044000,0,0.039088,1.044000,,0.039088
1991,0.804000,0,0.039088,0.804000,,0.039088
1992,0.793000,0.030806,0.158674,0.793000,0.030806,0.158674
1993,0.793000,0.000167,0.083083,0.793000,0.000167,0.083083
1994,0.402000,0.035130,0.146820,0.402000,0.035130,0.146820
1995,0.400000,0.041300,0.133000,0.400000,0.041300,0.133000
1996,0.397000,0.098400,0.101800,0.397000,0.098400,0.101800
1997,0.384000,0.096700,0.108600,0.384000,0.096700,0.108600
1998,0.294000,0.123000,0.078000,0.294000,0.123000,0.078000
1999,0.301000,0.180200,0.094200,0.301000,0.180200,0.094200
2000,0.286900,0.216000,0.145700,0.286900,0.216000,0.145700
2001,0.419000,0.300000,0.253000,0.419000,0.300000,0.253000
2002,0.555000,0.417400,0.431500,0.555000,0.417400,0.431500
2003,0.731000,0.418000,0.495000,0.731000,0.418000,0.495000
2004,0.913000,0.511000,0.654000,0.913000,0.511000,0.654000
2005,0.954000,0.669000,0.656000,0.954000,0.669000,0.656000
2006,1.291000,0.762000,0.878000,1.291000,0.762000,0.878000
2007,1.221000,1.029000,0.818000,1.221000,1.029000,0.818000
2008,1.880576,0.920948,0.877634,1.880576,0.920948,0.877634
2009,2.047200,0.904286,1.028558,2.047200,0.904286,1.028558
2010,2.757000,0.603398,1.640899,2.757000,0.603398,1.640899
2011,2.958000,0.501056,1.630764,2.958000,0.501056,1.630764
2012,3.874000,0.479279,2.095062,3.874000,0.479279,2.095062
2013,4.810000,0.437031,2.686885,4.810000,0.437031,2.686885
2014,4.780946,0.413042,2.644320,4.780946,0.413042,2.644320
2015,4.991171,0.480329,2.631272,4.991171,0.480329,2.631272
2016,5.420903,0.627263,2.549438,5.420903,0.627263,2.549438
2017,5.181390,0.713719,2.373381,5.181390,0.713719,2.373381
2018,3.888070,0.701662,2.257361,3.888070,0.701662,2.257361
2019,3.963667,0.741195,2.329743,3.963667,0.741195,2.329743
2020,3.812738,0.841388,2.460263,3.812738,0.841388,2.460263
2021,4.457255,0.767978,2.517121,4.457255,0.767978,2.517121
2022,3.626789,0.750377,2.042741,3.626789,0.750377,2.042741
2023,3.626789,0.750377,2.042741,3.626789,0.750377,2.042741
